ID	Country	ISO	Admin	Code	Region	Category	Measure	Pop. Targeted	Comments	Non-compliance	Date	Source	Source Type
1422	Australia	AUS			Pacific	Social distancing	Limit public gatherings	No	No non-essential gatherings of more than 500 people outside or more than 100 people inside. All non-essential indoor gatherings of less than 100 people must have no more than one person per 4sqm. All Australians should expect their local businesses to be following this rule.	Not available	22/03/2020	Aust Govt	Government
1423	Australia	AUS	NSW, Vic, ACT		Pacific	Social distancing	Public services closure 	Yes	All non-essential services in New South Wales, Victoria, and the Australian Capital Territory will be shut down over the next two days excluding supermarkets, petrol stations, pharmacies, convenience stores, freight and logistics, and home delivery. 	Not available	22/03/2020	SBS News	Media
1424	Australia	AUS	Vic, ACT		Pacific	Social distancing	Schools closure 	Yes	In Victoria, school holidays will also be brought forward to enable schools to close from Tuesday. Schools in Canberra will be open on Monday but move to online learning from Tuesday.	Not applicable	22/03/2020	SBS News	Media
1425	Australia	AUS			Pacific	Public health measures	General recommendations	No	PM urged Australians to cancel all non-essential domestic travel.	Not available	22/03/2020	SBS News	Media
1426	Australia	AUS			Pacific	Social and economic measures	Economic measures	Yes	Government’s new $66 billion coronavirus stimulus to provide relief for small business, casuals and welfare recipients	Not applicable	22/03/2020	SBS News	Media
1427	Australia	AUS	SA, WA, Tas, NT		Pacific	Movement restrictions	Domestic travel restrictions	Yes	South Australia and Western Australia will effectively close their borders on March 24 at 4pm anyone entering the state would be subject to a mandatory 14-day isolation period. Essential services, including the supply of food would not be affected. Tasmania and the Northern Territory already have such restrictions in place.	Not available	22/03/2020	SBS News	Media
1428	Australia	AUS			Pacific	Social and economic measures	Economic measures	Yes	The Government is allowing individuals “in financial stress” by the Coronavirus to access up to $10,000 of their superannuation in 2019-20 and a further $10,000 in 2020-21.	Not applicable	22/03/2020	Aust Treasury	Government
1429	Australia	AUS			Pacific	Social and economic measures	Economic measures	Yes	The Government is guaranteeing unsecured small business loans up to $AU250,000 for lenders providing credit to existing small business customers. This reform will help small businesses get access to credit quickly and efficiently.	Not applicable	22/03/2020	Aust Treasury	Government
2251	Australia	AUS	Qld		Pacific	Movement restrictions	Domestic travel restrictions	Yes	Anyone entering Queensland from the air or by road will be forced to isolate themselves for 14 days from Wednesday night 25 March 	Other (add in comments)	25/03/2020	SBS News	Media
2252	Australia	AUS			Pacific	Movement restrictions	International flights suspension	No	All Australians will be barred from leaving the country to travel overseas, with small exceptions for some aid workers and vital government duties.	Not applicable	25/03/2020	SBS News	Media
2253	Australia	AUS			Pacific	Social distancing	Public services closure 	Yes	Nail salons, libraries, public pools, galleries, museums, youth centres, community halls, clubs, RSLs and yoga studios forced to close. Shopping centres, hairdressers and fitness boot camps ok to stay open	Not applicable	25/03/2020	SBS News	Media
2254	Australia	AUS			Pacific	Social distancing	Limit public gatherings	Yes	Funerals will be limited to 10 people - who must stand 1.5 meters away from each other. Weddings can also go ahead, but with a maximum of five people: the couple, the celebrant and two guests.	Not applicable	25/03/2020	SBS News	Media
2255	Australia	AUS			Pacific	Public health measures	General recommendations	No	Prime Minister Scott Morrison has urged Australians to stay home except for essential trips, ordering more businesses to close to stop people gathering. On Tuesday, Mr Morrison told Australians to only leave the house when "it is absolutely necessary you go out". He said Australians should continue working but it was "strongly encouraged to work from home".	Not applicable	24/03/2020	SBS News	Media
2256	Australia	AUS			Pacific	Public health measures	Strengthening the public health system	Yes	Non-urgent elective surgeries in Australia's public and private hospitals will be banned from midnight in a bid to preserve the healthcare system to respond to the coronavirus pandemic.	Not applicable	25/03/2020	ABC News	Media
2257	Australia	AUS			Pacific	Public health measures	Strengthening the public health system	Yes	 doctors in specialist areas outside of critical care and the ICU are being told to be prepare for reassignment out of their normal areas in order to fight the virus in the coming months. This includes specialities such as physiotherapists being re-trained in critical care procedures and GPs being placed into special COVID-19 response teams.	Not applicable	25/03/2020	ABC News	Media
2277	Australia	AUS			Pacific	Public health measures	Testing policy	No	Australia's deputy chief medical officer says authorities will soon announce recent overseas travel will no longer be a requirement to be tested for COVID-19.	Not applicable	25/03/2020	SBS News	Media
2278	Australia	AUS			Pacific	Movement restrictions	Domestic travel restrictions	Yes	Travellers seeking entry into Tasmania face further restrictions with the government warning that those seeking to use the ferry service to enter the state will be turned away in most cases. Only essential travellers or Tasmanians returning home are allowed to use the TT-Line Bass Strait service, Premier Peter Gutwein announced on Tuesday.	Other (add in comments)	24/03/2020	SBS News	Media
2800	Australia	AUS			Pacific	Public health measures	Testing policy	Yes	Australia is set to receive a shipment of 1.5 million "finger-prick" or "point-of-care" coronavirus testing kits "within days", according to the office of the Chief Medical Officer. Mr Hunt said the tests had only been recently approved for use by the health department, and that the finger-prick tests would be carried out by doctors and nurses in a general-practice setting. The criteria for who can get tested was expanded on Wednesday, and it's possible the criteria will change further following the delivery of the new kits.	Not applicable	26/03/2020	ABC News	Media
2801	Australia	AUS			Pacific	Social and economic measures	Economic measures	Yes	Big 4 banks allowing mortgage payments to be placed on hold but will capitalise interest	Not applicable	26/03/2020	ABC News	Media
2802	Australia	AUS			Pacific	Public health measures	Introduction of quarantine policies	Yes	Australians returning home will not be allowed to complete the mandatory 14-day self-isolation period at home, but will instead be taken straight to a state-run quarantine centre in whichever state their international flight arrives. "Each person will also receive self-isolation care packages of food and other essentials."	Arrest/Detention	28/03/2020	ABC News	Media
2803	Australia	AUS			Pacific	Movement restrictions	Surveillance and monitoring	Yes	ADF personnel will bolster local police efforts in visiting the homes and residences of Australians who are in mandatory isolation as directed by state and territory governments and will report to the local police whether the identified individual was at the residence.	Not available	28/03/2020	Australia MoH	Government
2804	Australia	AUS	Tas		Pacific	Social distancing	Limit public gatherings	Yes	Tasmania's Premier has warned the public they face fines of up to $16,800 if they gather in groups larger than 10 people in public or private from 6:00pm on Friday night, as part of the tightening of measures to address the coronavirus pandemic.	Fines	27/03/2020	ABC News	Media
2805	Australia	AUS	King & Flinders Islands		Pacific	Public health measures	Introduction of quarantine policies	Yes	any non-essential travellers from mainland Tasmania who fly into King or Flinders Island must go into 14 days isolation	Not available	27/03/2020	ABC News	Media
2806	Australia	AUS	WA		Pacific	Movement restrictions	Domestic travel restrictions	Yes	The WA Premier has restricted movement between regions in WA. Fines of up to $50,000 could be issued if people ignore the rules. Exemptions exist for essential travel and on compassionate grounds Beginning at midnight on Tuesday, Mr McGowan said only essential travel would be allowed between regions. All other travel would be restricted between WA's regions, which include Perth/Peel and the country regions of the Kimberley, Pilbara, Gascoyne, Mid West, Wheatbelt, Goldfields-Esperance, South West, and Great Southern.	Fines	01/04/2020	ABC News	Media
2807	Australia	AUS			Pacific	Social and economic measures	Emergency administrative structures activated or established	No	Aust Defense Force (ADF) assistance will be provided under the Defence Assistance to the Civil Community arrangements. These new requirements will build on the existing support the Australian Defence Force is providing to the COVID-19 response, including:Assistance to the states and territories to support contact tracing efforts.Supporting industry with the production of surgical masks.Provision of planning and logistics support to Commonwealth, state and territory agencies.Provision of personnel to other agencies, including Services Australia.Supporting the NT Police with border control operations.Assisting states and territories to support the production of food hampers to supply to isolated civilians.	Not available	27/03/2020	Australia MoH	Government
2808	Australia	AUS			Pacific	Public health measures	Strengthening the public health system	Yes	State and territory governments committed to urgently finalise arrangements with private hospitals under the COVID-19 National Partnership Agreement by 29 March 2020, to ensure sufficient and viable capacity exists within the private hospital sector both through the COVID-19 response and on an ongoing basis in supporting the acute and intensive care needs of infected Australians together with other continuing urgent care needs. The capacity of the private system for non COVID cases and for overflow, particularly from ICU facilities, may be critical to Australia’s response.	Not applicable	29/03/2020	Australia MoH	Government
